observation_date,APU0200FD2101
2008-11-01,2.472
2008-12-01,2.372
2009-01-01,2.362
2009-02-01,2.375
2009-03-01,2.376
2009-04-01,2.208
2009-05-01,2.303
2009-06-01,2.280
2009-07-01,2.379
2009-08-01,2.398
2009-09-01,2.323
2009-10-01,2.362
2009-11-01,2.294
2009-12-01,2.133
2010-01-01,2.253
2010-02-01,2.262
2010-03-01,2.357
2010-04-01,2.318
2010-05-01,2.315
2010-06-01,2.430
2010-07-01,2.422
2010-08-01,2.458
2010-09-01,2.543
2010-10-01,2.590
2010-11-01,2.482
2010-12-01,2.426
2011-01-01,2.448
2011-02-01,2.401
2011-03-01,2.605
2011-04-01,2.427
2011-05-01,2.433
2011-06-01,2.619
2011-07-01,2.384
2011-08-01,2.495
2011-09-01,2.579
2011-10-01,2.573
2011-11-01,2.463
2011-12-01,2.463
2012-01-01,2.406
2012-02-01,2.376
2012-03-01,2.442
2012-04-01,2.462
2012-05-01,2.576
2012-06-01,2.520
2012-07-01,2.570
2012-08-01,2.682
2012-09-01,2.541
2012-10-01,2.587
2012-11-01,2.572
2012-12-01,2.516
2013-01-01,2.445
2013-02-01,2.486
2013-03-01,2.698
2013-04-01,2.702
2013-05-01,2.827
2013-06-01,2.967
2013-07-01,2.922
2013-08-01,2.902
2013-09-01,2.838
2013-10-01,2.861
2013-11-01,2.697
2013-12-01,2.653
2014-01-01,2.707
2014-02-01,2.583
2014-03-01,2.848
2014-04-01,2.615
2014-05-01,2.912
2014-06-01,3.003
2014-07-01,3.107
2014-08-01,3.127
2014-09-01,3.170
2014-10-01,3.205
2014-11-01,3.105
2014-12-01,3.048
2015-01-01,3.086
2015-02-01,3.090
2015-03-01,3.021
2015-04-01,2.913
2015-05-01,3.039
2015-06-01,3.000
2015-07-01,3.097
2015-08-01,3.035
2015-09-01,3.090
2015-10-01,3.134
2015-11-01,3.006
2015-12-01,2.801
2016-01-01,2.798
2016-02-01,2.742
2016-03-01,2.681
2016-04-01,2.619
2016-05-01,2.650
2016-06-01,2.907
2016-07-01,2.760
2016-08-01,2.880
2016-09-01,2.950
2016-10-01,2.973
2016-11-01,2.811
2016-12-01,2.580
2017-01-01,2.728
2017-02-01,2.769
2017-03-01,2.842
2017-04-01,2.685
2017-05-01,2.690
2017-06-01,2.996
2017-07-01,3.043
2017-08-01,2.911
2017-09-01,2.950
2017-10-01,3.040
2017-11-01,2.830
2017-12-01,2.794
2018-01-01,2.899
2018-02-01,2.988
2018-03-01,3.043
2018-04-01,3.010
2018-05-01,3.329
2018-06-01,3.370
2018-07-01,3.347
2018-08-01,3.335
2018-09-01,3.143
2018-10-01,2.987
2018-11-01,3.032
2018-12-01,2.961
2019-01-01,2.981
2019-02-01,2.931
2019-03-01,3.158
2019-04-01,3.100
2019-05-01,3.230
2019-06-01,3.216
2019-07-01,3.203
2019-08-01,3.328
2019-09-01,3.275
2019-10-01,3.165
2019-11-01,3.121
2019-12-01,2.884
2020-01-01,3.064
2020-02-01,2.940
2020-03-01,3.447
2020-04-01,3.219
2020-05-01,3.795
2020-06-01,3.726
2020-07-01,3.613
2020-08-01,3.593
2020-09-01,3.663
2020-10-01,3.675
2020-11-01,3.580
2020-12-01,3.302
2021-01-01,3.533
2021-02-01,3.402
2021-03-01,3.524
2021-04-01,3.452
2021-05-01,3.678
2021-06-01,3.786
2021-07-01,3.720
2021-08-01,3.685
2021-09-01,4.003
2021-10-01,4.008
2021-11-01,3.970
2021-12-01,3.935
2022-01-01,4.119
2022-02-01,4.118
2022-03-01,4.189
2022-04-01,4.062
2022-05-01,4.273
2022-06-01,4.387
2022-07-01,4.292
2022-08-01,4.345
2022-09-01,4.563
2022-10-01,4.710
2022-11-01,4.567
2022-12-01,4.226
2023-01-01,4.256
2023-02-01,4.511
2023-03-01,4.502
2023-04-01,4.277
2023-05-01,4.635
2023-06-01,4.701
2023-07-01,4.734
2023-08-01,4.721
2023-09-01,4.677
2023-10-01,4.647
2023-11-01,4.978
2023-12-01,4.884
2024-01-01,4.762
2024-02-01,4.937
2024-03-01,4.756
2024-04-01,4.887
2024-05-01,4.973
2024-06-01,5.012
2024-07-01,5.187
2024-08-01,5.104
2024-09-01,4.700
2024-10-01,4.697
2024-11-01,4.698
2024-12-01,4.698
2025-01-01,4.674
2025-02-01,4.583
2025-03-01,4.840
2025-04-01,4.743
2025-05-01,4.618
2025-06-01,4.686
2025-07-01,4.962
2025-08-01,4.792
2025-09-01,4.785
2025-10-01,
2025-11-01,4.498
2025-12-01,4.367
2026-01-01,4.346
2026-02-01,4.562
